2014-08-07 11:22:56 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-07 11:22:56 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-07 11:22:56 -- Set highTempRuoxCurve to <function <lambda> at 0x033CBB70>
2014-08-07 11:22:56 -- Set lowTempRuoxCurve to <function <lambda> at 0x033CBDB0>
2014-08-07 11:22:56 -- Set voltToResCalibs to (0.26000000000000001, 26.030000000000001, 37.5, 30.0, 10.0, 26.530000000000001)
2014-08-07 11:22:56 -- Set resistanceCutoff to 1725.78
2014-08-07 11:22:56 -- Set ruoxChannel to 3
2014-08-07 11:22:56 -- Set PIDintLimit to 0.4
2014-08-07 11:22:56 -- Set voltageStepUp to 0.004
2014-08-07 11:22:56 -- Set loglimit to 20
2014-08-07 11:22:56 -- Set autoRecord to True
2014-08-07 11:22:56 -- Set recordingTemp to 250
2014-08-07 11:22:56 -- Set cooldownLimit to 3.9
2014-08-07 11:22:56 -- Set switchPosition to 5
2014-08-07 11:22:56 -- Set quenchLimit to 4.0
2014-08-07 11:22:56 -- Set PIDsetTemp to 0.1
2014-08-07 11:22:56 -- Set PIDcd to 25
2014-08-07 11:22:56 -- Set PIDstepTimeout to 5
2014-08-07 11:22:56 -- Set autoControl to False
2014-08-07 11:22:56 -- Set fieldWaitTime to 45
2014-08-07 11:22:56 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x033D0FD0>
2014-08-07 11:22:56 -- Set useRuoxInterpolation to True
2014-08-07 11:22:56 -- Set targetCurrent to 8.0
2014-08-07 11:22:56 -- Set rampWaitTime to 0.2
2014-08-07 11:22:56 -- Set PIDci to 0.4
2014-08-07 11:22:56 -- Set PIDcp to 1.0
2014-08-07 11:22:56 -- Set recordTemp to False
2014-08-07 11:22:56 -- Set voltageLimit to 0.14
2014-08-07 11:22:56 -- Set lockinCurrent to 1e-09
2014-08-07 11:22:56 -- Set maxCurrent to 9.0
2014-08-07 11:22:56 -- Set tempRecordDelay to 10
2014-08-07 11:22:56 -- Set voltageStepDown to 0.004
2014-08-07 11:22:56 -- Initialization completed. Beginning cycle.
2014-08-07 11:22:56 -- cycled
2014-08-07 11:22:56 -- Set alive to True
2014-08-07 11:22:56 -- Now cycling.
2014-08-07 11:22:57 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:13 -- None
2014-08-09 15:40:14 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:14 -- None
2014-08-09 15:40:15 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:15 -- None
2014-08-09 15:40:16 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:16 -- None
2014-08-09 15:40:18 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:18 -- None
2014-08-09 15:40:19 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:19 -- None
2014-08-09 15:40:20 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:20 -- None
2014-08-09 15:40:21 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:21 -- None
2014-08-09 15:40:22 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:22 -- None
2014-08-09 15:40:23 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:23 -- None
2014-08-09 15:40:24 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:24 -- None
2014-08-09 15:40:25 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:25 -- None
2014-08-09 15:40:26 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:26 -- None
2014-08-09 15:40:27 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:27 -- None
2014-08-09 15:40:28 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:28 -- None
2014-08-09 15:40:30 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:30 -- None
2014-08-09 15:40:31 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:31 -- None
2014-08-09 15:40:32 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:40:32 -- None
2014-08-09 15:41:44 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-09 15:41:44 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-09 15:41:44 -- Set highTempRuoxCurve to <function <lambda> at 0x03450470>
2014-08-09 15:41:44 -- Set lowTempRuoxCurve to <function <lambda> at 0x034503F0>
2014-08-09 15:41:44 -- Set voltToResCalibs to (Value(0.26000000000000001, 'V/Ohm'), Value(26.030000000000001, 'V/Ohm'), Value(37.5, 'V/Ohm'), Value(30.0, 'V/Ohm'), Value(10.0, 'V/Ohm'), Value(26.530000000000001, 'V/Ohm'))
2014-08-09 15:41:44 -- Set resistanceCutoff to 1725.78
2014-08-09 15:41:44 -- Set ruoxChannel to 3
2014-08-09 15:41:44 -- Set PIDintLimit to 0.4
2014-08-09 15:41:44 -- Set voltageStepUp to 0.004 V
2014-08-09 15:41:44 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x03F9D9D0>
2014-08-09 15:41:44 -- Set useRuoxInterpolation to True
2014-08-09 15:41:44 -- Set loglimit to 20
2014-08-09 15:41:44 -- Set autoRecord to True
2014-08-09 15:41:44 -- Set recordingTemp to 250.0
2014-08-09 15:41:44 -- Set cooldownLimit to 3.9 K
2014-08-09 15:41:44 -- Set switchPosition to 5
2014-08-09 15:41:44 -- Set quenchLimit to 4.0
2014-08-09 15:41:44 -- Set PIDsetTemp to 0.1
2014-08-09 15:41:44 -- Set PIDcd to 25
2014-08-09 15:41:44 -- Set PIDstepTimeout to 5.0
2014-08-09 15:41:44 -- Set autoControl to False
2014-08-09 15:41:44 -- Set fieldWaitTime to 45.0 s
2014-08-09 15:41:44 -- Set targetCurrent to 8.0 A
2014-08-09 15:41:44 -- Set rampWaitTime to 0.2
2014-08-09 15:41:44 -- Set PIDci to 0.4
2014-08-09 15:41:44 -- Set PIDcp to 1.0
2014-08-09 15:41:44 -- Set recordTemp to False
2014-08-09 15:41:44 -- Set voltageLimit to 0.14 V
2014-08-09 15:41:44 -- Set lockinCurrent to 1.0 nA
2014-08-09 15:41:44 -- Set maxCurrent to 9.0 A
2014-08-09 15:41:44 -- Set tempRecordDelay to 10.0 s
2014-08-09 15:41:44 -- Set voltageStepDown to 0.004 V
2014-08-09 15:41:44 -- Initialization completed. Beginning cycle.
2014-08-09 15:41:44 -- cycled
2014-08-09 15:41:44 -- Set alive to True
2014-08-09 15:41:44 -- Now cycling.
2014-08-09 15:41:44 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:44 -- None
2014-08-09 15:41:46 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:46 -- None
2014-08-09 15:41:47 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:47 -- None
2014-08-09 15:41:48 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:48 -- None
2014-08-09 15:41:49 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:49 -- None
2014-08-09 15:41:50 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:50 -- None
2014-08-09 15:41:51 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:51 -- None
2014-08-09 15:41:52 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:52 -- None
2014-08-09 15:41:53 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:53 -- None
2014-08-09 15:41:54 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:54 -- None
2014-08-09 15:41:55 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:55 -- None
2014-08-09 15:41:57 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:57 -- None
2014-08-09 15:41:58 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:58 -- None
2014-08-09 15:41:59 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:41:59 -- None
2014-08-09 15:42:00 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:00 -- None
2014-08-09 15:42:01 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:01 -- None
2014-08-09 15:42:02 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:02 -- None
2014-08-09 15:42:03 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:03 -- None
2014-08-09 15:42:04 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:04 -- None
2014-08-09 15:42:05 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:05 -- None
2014-08-09 15:42:06 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:06 -- None
2014-08-09 15:42:33 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-09 15:42:33 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-09 15:42:33 -- Set highTempRuoxCurve to <function <lambda> at 0x0329C4B0>
2014-08-09 15:42:33 -- Set lowTempRuoxCurve to <function <lambda> at 0x033832B0>
2014-08-09 15:42:33 -- Set voltToResCalibs to (Value(0.26000000000000001, 'V/Ohm'), Value(26.030000000000001, 'V/Ohm'), Value(37.5, 'V/Ohm'), Value(30.0, 'V/Ohm'), Value(10.0, 'V/Ohm'), Value(26.530000000000001, 'V/Ohm'))
2014-08-09 15:42:33 -- Set resistanceCutoff to 1725.78
2014-08-09 15:42:33 -- Set ruoxChannel to 3
2014-08-09 15:42:33 -- Set PIDintLimit to 0.4
2014-08-09 15:42:33 -- Set voltageStepUp to 0.004 V
2014-08-09 15:42:33 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x034D9E10>
2014-08-09 15:42:33 -- Set useRuoxInterpolation to True
2014-08-09 15:42:33 -- Set loglimit to 20
2014-08-09 15:42:33 -- Set autoRecord to True
2014-08-09 15:42:33 -- Set recordingTemp to 250.0
2014-08-09 15:42:33 -- Set cooldownLimit to 3.9 K
2014-08-09 15:42:33 -- Set switchPosition to 5
2014-08-09 15:42:33 -- Set quenchLimit to 4.0
2014-08-09 15:42:33 -- Set PIDsetTemp to 0.1
2014-08-09 15:42:33 -- Set PIDcd to 25
2014-08-09 15:42:33 -- Set PIDstepTimeout to 5.0
2014-08-09 15:42:33 -- Set autoControl to False
2014-08-09 15:42:33 -- Set fieldWaitTime to 45.0 s
2014-08-09 15:42:33 -- Set targetCurrent to 8.0 A
2014-08-09 15:42:33 -- Set rampWaitTime to 0.2
2014-08-09 15:42:33 -- Set PIDci to 0.4
2014-08-09 15:42:33 -- Set PIDcp to 1.0
2014-08-09 15:42:33 -- Set recordTemp to False
2014-08-09 15:42:33 -- Set voltageLimit to 0.14 V
2014-08-09 15:42:33 -- Set lockinCurrent to 1.0 nA
2014-08-09 15:42:33 -- Set maxCurrent to 9.0 A
2014-08-09 15:42:33 -- Set tempRecordDelay to 10.0 s
2014-08-09 15:42:33 -- Set voltageStepDown to 0.004 V
2014-08-09 15:42:33 -- Initialization completed. Beginning cycle.
2014-08-09 15:42:33 -- cycled
2014-08-09 15:42:34 -- Set alive to True
2014-08-09 15:42:34 -- Now cycling.
2014-08-09 15:42:34 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:34 -- None
2014-08-09 15:42:35 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:35 -- None
2014-08-09 15:42:36 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:36 -- None
2014-08-09 15:42:37 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:37 -- None
2014-08-09 15:42:38 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:42:38 -- None
2014-08-09 15:43:22 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-09 15:43:22 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-09 15:43:22 -- Set highTempRuoxCurve to <function <lambda> at 0x0323C4B0>
2014-08-09 15:43:22 -- Set lowTempRuoxCurve to <function <lambda> at 0x033232B0>
2014-08-09 15:43:22 -- Set voltToResCalibs to (Value(0.26000000000000001, 'V/Ohm'), Value(26.030000000000001, 'V/Ohm'), Value(37.5, 'V/Ohm'), Value(30.0, 'V/Ohm'), Value(10.0, 'V/Ohm'), Value(26.530000000000001, 'V/Ohm'))
2014-08-09 15:43:22 -- Set resistanceCutoff to 1725.78
2014-08-09 15:43:22 -- Set ruoxChannel to 3
2014-08-09 15:43:22 -- Set PIDintLimit to 0.4
2014-08-09 15:43:22 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x03479D70>
2014-08-09 15:43:22 -- Set useRuoxInterpolation to True
2014-08-09 15:43:22 -- Set voltageStepUp to 0.004 V
2014-08-09 15:43:22 -- Set loglimit to 20
2014-08-09 15:43:22 -- Set autoRecord to True
2014-08-09 15:43:22 -- Set recordingTemp to 250.0 K
2014-08-09 15:43:22 -- Set cooldownLimit to 3.9 K
2014-08-09 15:43:22 -- Set switchPosition to 5
2014-08-09 15:43:22 -- Set quenchLimit to 4.0
2014-08-09 15:43:22 -- Set PIDsetTemp to 0.1
2014-08-09 15:43:22 -- Set PIDcd to 25
2014-08-09 15:43:22 -- Set PIDstepTimeout to 5.0
2014-08-09 15:43:22 -- Set autoControl to False
2014-08-09 15:43:22 -- Set fieldWaitTime to 45.0 s
2014-08-09 15:43:22 -- Set targetCurrent to 8.0 A
2014-08-09 15:43:22 -- Set rampWaitTime to 0.2
2014-08-09 15:43:22 -- Set PIDci to 0.4
2014-08-09 15:43:22 -- Set PIDcp to 1.0
2014-08-09 15:43:22 -- Set recordTemp to False
2014-08-09 15:43:22 -- Set voltageLimit to 0.14 V
2014-08-09 15:43:22 -- Set lockinCurrent to 1.0 nA
2014-08-09 15:43:22 -- Set maxCurrent to 9.0 A
2014-08-09 15:43:22 -- Set tempRecordDelay to 10.0 s
2014-08-09 15:43:22 -- Set voltageStepDown to 0.004 V
2014-08-09 15:43:22 -- Initialization completed. Beginning cycle.
2014-08-09 15:43:22 -- cycled
2014-08-09 15:43:22 -- Set alive to True
2014-08-09 15:43:22 -- Now cycling.
2014-08-09 15:43:22 -- Set recordTemp to True
2014-08-09 15:43:22 -- Set tempDatasetName to ADR Log - 2014-08-09 15:43
2014-08-09 15:43:23 -- ADR victor status is now: ready
2014-08-09 15:43:23 -- Set PIDloopCount to 0
2014-08-09 15:46:18 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-09 15:46:18 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-09 15:46:18 -- Set highTempRuoxCurve to <function <lambda> at 0x032164B0>
2014-08-09 15:46:18 -- Set lowTempRuoxCurve to <function <lambda> at 0x033152B0>
2014-08-09 15:46:18 -- Set voltToResCalibs to (Value(0.26000000000000001, 'V/Ohm'), Value(26.030000000000001, 'V/Ohm'), Value(37.5, 'V/Ohm'), Value(30.0, 'V/Ohm'), Value(10.0, 'V/Ohm'), Value(26.530000000000001, 'V/Ohm'))
2014-08-09 15:46:18 -- Set resistanceCutoff to 1725.78
2014-08-09 15:46:18 -- Set ruoxChannel to 3
2014-08-09 15:46:18 -- Set PIDintLimit to 0.4
2014-08-09 15:46:18 -- Set voltageStepUp to 0.004 V
2014-08-09 15:46:18 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x0346DE10>
2014-08-09 15:46:18 -- Set useRuoxInterpolation to True
2014-08-09 15:46:18 -- Set loglimit to 20
2014-08-09 15:46:18 -- Set autoRecord to True
2014-08-09 15:46:18 -- Set recordingTemp to 250.0 K
2014-08-09 15:46:18 -- Set cooldownLimit to 3.9 K
2014-08-09 15:46:18 -- Set switchPosition to 5
2014-08-09 15:46:18 -- Set quenchLimit to 4.0
2014-08-09 15:46:18 -- Set PIDsetTemp to 0.1
2014-08-09 15:46:18 -- Set PIDcd to 25
2014-08-09 15:46:18 -- Set PIDstepTimeout to 5.0
2014-08-09 15:46:18 -- Set autoControl to False
2014-08-09 15:46:18 -- Set fieldWaitTime to 45.0 s
2014-08-09 15:46:18 -- Set targetCurrent to 8.0 A
2014-08-09 15:46:18 -- Set rampWaitTime to 0.2
2014-08-09 15:46:18 -- Set PIDci to 0.4
2014-08-09 15:46:18 -- Set PIDcp to 1.0
2014-08-09 15:46:18 -- Set recordTemp to False
2014-08-09 15:46:18 -- Set voltageLimit to 0.14 V
2014-08-09 15:46:18 -- Set lockinCurrent to 1.0 nA
2014-08-09 15:46:18 -- Set maxCurrent to 9.0 A
2014-08-09 15:46:18 -- Set tempRecordDelay to 10.0 s
2014-08-09 15:46:18 -- Set voltageStepDown to 0.004 V
2014-08-09 15:46:18 -- Initialization completed. Beginning cycle.
2014-08-09 15:46:18 -- cycled
2014-08-09 15:46:18 -- Set alive to True
2014-08-09 15:46:18 -- Now cycling.
2014-08-09 15:46:18 -- Set recordTemp to True
2014-08-09 15:46:18 -- Set tempDatasetName to ADR Log - 2014-08-09 15:46
2014-08-09 15:46:19 -- ADR victor status is now: ready
2014-08-09 15:46:19 -- Set PIDloopCount to 0
2014-08-09 15:47:32 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-09 15:47:32 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-09 15:47:32 -- Set highTempRuoxCurve to <function <lambda> at 0x03175170>
2014-08-09 15:47:32 -- Set lowTempRuoxCurve to <function <lambda> at 0x0320D2F0>
2014-08-09 15:47:32 -- Set voltToResCalibs to (Value(0.26000000000000001, 'V/Ohm'), Value(26.030000000000001, 'V/Ohm'), Value(37.5, 'V/Ohm'), Value(30.0, 'V/Ohm'), Value(10.0, 'V/Ohm'), Value(26.530000000000001, 'V/Ohm'))
2014-08-09 15:47:32 -- Set resistanceCutoff to 1725.78
2014-08-09 15:47:32 -- Set ruoxChannel to 3
2014-08-09 15:47:32 -- Set PIDintLimit to 0.4
2014-08-09 15:47:32 -- Set voltageStepUp to 0.004 V
2014-08-09 15:47:32 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x03357DD0>
2014-08-09 15:47:32 -- Set useRuoxInterpolation to True
2014-08-09 15:47:32 -- Set loglimit to 20
2014-08-09 15:47:32 -- Set autoRecord to True
2014-08-09 15:47:32 -- Set recordingTemp to 250.0 K
2014-08-09 15:47:32 -- Set cooldownLimit to 3.9 K
2014-08-09 15:47:32 -- Set switchPosition to 5
2014-08-09 15:47:32 -- Set quenchLimit to 4.0
2014-08-09 15:47:32 -- Set PIDsetTemp to 0.1
2014-08-09 15:47:32 -- Set PIDcd to 25
2014-08-09 15:47:32 -- Set PIDstepTimeout to 5.0
2014-08-09 15:47:32 -- Set autoControl to False
2014-08-09 15:47:32 -- Set fieldWaitTime to 45.0 s
2014-08-09 15:47:32 -- Set targetCurrent to 8.0 A
2014-08-09 15:47:32 -- Set rampWaitTime to 0.2
2014-08-09 15:47:32 -- Set PIDci to 0.4
2014-08-09 15:47:32 -- Set PIDcp to 1.0
2014-08-09 15:47:32 -- Set recordTemp to False
2014-08-09 15:47:32 -- Set voltageLimit to 0.14 V
2014-08-09 15:47:32 -- Set lockinCurrent to 1.0 nA
2014-08-09 15:47:32 -- Set maxCurrent to 9.0 A
2014-08-09 15:47:32 -- Set tempRecordDelay to 10.0 s
2014-08-09 15:47:32 -- Set voltageStepDown to 0.004 V
2014-08-09 15:47:32 -- Initialization completed. Beginning cycle.
2014-08-09 15:47:32 -- cycled
2014-08-09 15:47:32 -- Set alive to True
2014-08-09 15:47:32 -- Now cycling.
2014-08-09 15:47:32 -- Set recordTemp to True
2014-08-09 15:47:32 -- Set tempDatasetName to ADR Log - 2014-08-09 15:47
2014-08-09 15:47:33 -- ADR victor status is now: ready
2014-08-09 15:47:33 -- Set PIDloopCount to 0
2014-08-09 15:47:51 -- Set heatSwitched to False
2014-08-09 15:47:51 -- ADR victor status is now: magging up
2014-08-09 15:47:51 -- Set PIDloopCount to 0
2014-08-09 15:47:51 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:47:51 -- None
2014-08-09 15:47:53 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:47:53 -- None
2014-08-09 15:47:54 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:47:54 -- None
2014-08-09 15:47:55 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:47:55 -- None
2014-08-09 15:47:56 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:47:56 -- None
2014-08-09 15:47:57 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:47:57 -- None
2014-08-09 15:47:58 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:47:58 -- None
2014-08-09 15:47:59 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:47:59 -- None
2014-08-09 15:48:00 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:00 -- None
2014-08-09 15:48:01 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:01 -- None
2014-08-09 15:48:03 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:03 -- None
2014-08-09 15:48:04 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:04 -- None
2014-08-09 15:48:05 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:05 -- None
2014-08-09 15:48:06 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:06 -- None
2014-08-09 15:48:07 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:07 -- None
2014-08-09 15:48:08 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:08 -- None
2014-08-09 15:48:09 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:09 -- None
2014-08-09 15:48:10 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:10 -- None
2014-08-09 15:48:11 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:11 -- None
2014-08-09 15:48:12 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:12 -- None
2014-08-09 15:48:14 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:14 -- None
2014-08-09 15:48:15 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:15 -- None
2014-08-09 15:48:16 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:16 -- None
2014-08-09 15:48:17 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:17 -- None
2014-08-09 15:48:18 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:18 -- None
2014-08-09 15:48:19 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:19 -- None
2014-08-09 15:48:20 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:20 -- None
2014-08-09 15:48:21 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:21 -- None
2014-08-09 15:48:22 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:22 -- None
2014-08-09 15:48:23 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:23 -- None
2014-08-09 15:48:25 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:25 -- None
2014-08-09 15:48:26 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:26 -- None
2014-08-09 15:48:27 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:27 -- None
2014-08-09 15:48:28 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:28 -- None
2014-08-09 15:48:29 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:29 -- None
2014-08-09 15:48:30 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:30 -- None
2014-08-09 15:48:31 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:31 -- None
2014-08-09 15:48:32 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:32 -- None
2014-08-09 15:48:33 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:33 -- None
2014-08-09 15:48:35 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:35 -- None
2014-08-09 15:48:36 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:36 -- None
2014-08-09 15:48:37 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:37 -- None
2014-08-09 15:48:38 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:38 -- None
2014-08-09 15:48:39 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:39 -- None
2014-08-09 15:48:40 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:40 -- None
2014-08-09 15:48:41 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:41 -- None
2014-08-09 15:48:42 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:42 -- None
2014-08-09 15:48:43 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:43 -- None
2014-08-09 15:48:44 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:45 -- None
2014-08-09 15:48:46 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:46 -- None
2014-08-09 15:48:47 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:48:47 -- None
2014-08-09 15:49:47 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-09 15:49:47 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-09 15:49:47 -- Set highTempRuoxCurve to <function <lambda> at 0x0324E170>
2014-08-09 15:49:47 -- Set lowTempRuoxCurve to <function <lambda> at 0x032F22F0>
2014-08-09 15:49:47 -- Set voltToResCalibs to (Value(0.26000000000000001, 'V/Ohm'), Value(26.030000000000001, 'V/Ohm'), Value(37.5, 'V/Ohm'), Value(30.0, 'V/Ohm'), Value(10.0, 'V/Ohm'), Value(26.530000000000001, 'V/Ohm'))
2014-08-09 15:49:47 -- Set resistanceCutoff to 1725.78
2014-08-09 15:49:47 -- Set ruoxChannel to 3
2014-08-09 15:49:47 -- Set PIDintLimit to 0.4
2014-08-09 15:49:47 -- Set voltageStepUp to 0.004 V
2014-08-09 15:49:47 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x0343CDD0>
2014-08-09 15:49:47 -- Set useRuoxInterpolation to True
2014-08-09 15:49:47 -- Set loglimit to 20
2014-08-09 15:49:47 -- Set autoRecord to True
2014-08-09 15:49:47 -- Set recordingTemp to 250.0 K
2014-08-09 15:49:47 -- Set cooldownLimit to 3.9 K
2014-08-09 15:49:47 -- Set switchPosition to 5
2014-08-09 15:49:47 -- Set quenchLimit to 4.0
2014-08-09 15:49:47 -- Set PIDsetTemp to 0.1
